"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","993946","","","","0"
"2021-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","999908","","","","0"
"2021-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1006758","","","","0"
"2022-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1010529","","","","0"
"2022-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1014733","","","","0"
"2022-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1025263","","","","0"
"2022-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1035163","","","","0"
"2023-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1040187","","","","0"
"2023-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1047129","","","","0"
"2023-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1056486","","","","0"
"2023-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1064297","","","","0"
"2024-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1068120","","","","0"
"2024-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1071498","","","","0"
"2024-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1076374","","","","0"
"2024-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1079676","","","","0"
"2025-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","1079627","","","","0"
"2005-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","749005","","","","0"
"2005-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","748696","","","","0"
"2005-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","748061","","","","0"
"2005-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","747674","","","","0"
"2006-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746985","","","","0"
"2006-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746337","","","","0"
"2006-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","745621","","","","0"
"2006-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","744973","","","","0"
"2007-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","744849","","","","0"
"2007-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","744934","","","","0"
"2007-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","745430","","","","0"
"2007-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746136","","","","0"
"2008-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746284","","","","0"
"2008-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746529","","","","0"
"2008-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","746875","","","","0"
"2008-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","747767","","","","0"
"2009-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","748375","","","","0"
"2009-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","749165","","","","0"
"2009-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","749956","","","","0"
"2009-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","751066","","","","0"
"2010-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","751282","","","","0"
"2010-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","752020","","","","0"
"2010-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","753034","","","","0"
"2010-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","754287","","","","0"
"2011-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","754795","","","","0"
"2011-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","754843","","","","0"
"2011-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","755590","","","","0"
"2011-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","756187","","","","0"
"2012-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","757039","","","","0"
"2012-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","757024","","","","0"
"2012-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758121","","","","0"
"2012-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758408","","","","0"
"2013-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758026","","","","0"
"2013-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","757854","","","","0"
"2013-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758261","","","","0"
"2013-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758379","","","","0"
"2014-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758713","","","","0"
"2014-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758570","","","","0"
"2014-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758657","","","","0"
"2014-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","759192","","","","0"
"2015-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","759270","","","","0"
"2015-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","758579","","","","0"
"2015-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","759226","","","","0"
"2015-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","759971","","","","0"
"2016-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","760679","","","","0"
"2016-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","762317","","","","0"
"2016-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","763322","","","","0"
"2016-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","764820","","","","0"
"2017-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","764612","","","","0"
"2017-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","764859","","","","0"
"2017-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","766697","","","","0"
"2017-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","768029","","","","0"
"2018-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","768146","","","","0"
"2018-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","768707","","","","0"
"2018-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","770497","","","","0"
"2018-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","772793","","","","0"
"2019-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","773059","","","","0"
"2019-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","774277","","","","0"
"2019-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","777387","","","","0"
"2019-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","780907","","","","0"
"2020-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","781054","","","","0"
"2020-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","782512","","","","0"
"2020-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","783432","","","","0"
"2020-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","783814","","","","0"
"2021-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","784950","","","","0"
"2021-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","787002","","","","0"
"2021-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","790802","","","","0"
"2021-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","795732","","","","0"
"2022-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","798713","","","","0"
"2022-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","801756","","","","0"
"2022-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","809264","","","","0"
"2022-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","817173","","","","0"
"2023-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","820576","","","","0"
"2023-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","825417","","","","0"
"2023-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","832190","","","","0"
"2023-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","840578","","","","0"
"2024-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","844433","","","","0"
"2024-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","849168","","","","0"
"2024-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","854355","","","","0"
"2024-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","857381","","","","0"
"2025-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","858963","","","","0"
"2005-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7559576","","","","0"
"2005-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7567277","","","","0"
"2005-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7581467","","","","0"
"2005-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7598880","","","","0"
"2006-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7604228","","","","0"
"2006-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7615496","","","","0"
"2006-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7631901","","","","0"
"2006-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7652881","","","","0"
"2007-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7661201","","","","0"
"2007-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7673938","","","","0"
"2007-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7692400","","","","0"
"2007-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7712616","","","","0"
"2008-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7724885","","","","0"
"2008-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7739956","","","","0"
"2008-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7761614","","","","0"
"2008-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7786609","","","","0"
"2009-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7799271","","","","0"
"2009-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7817425","","","","0"
"2009-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7843915","","","","0"
"2009-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7871847","","","","0"
"2010-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7886127","","","","0"
"2010-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7903676","","","","0"
"2010-07","Quebec","2016A000224","Persons","249","units","0","v11","6","7929479","","","","0"
"2010-10","Quebec","2016A000224","Persons","249","units","0","v11","6","7955183","","","","0"
"2011-01","Quebec","2016A000224","Persons","249","units","0","v11","6","7967270","","","","0"
"2011-04","Quebec","2016A000224","Persons","249","units","0","v11","6","7982145","","","","0"
"2011-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8004736","","","","0"
"2011-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8021063","","","","0"
"2012-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8028516","","","","0"
"2012-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8038332","","","","0"
"2012-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8059752","","","","0"
"2012-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8076838","","","","0"
"2013-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8081006","","","","0"
"2013-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8089004","","","","0"
"2013-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8108825","","","","0"
"2013-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8122462","","","","0"
"2014-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8123138","","","","0"
"2014-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8129926","","","","0"
"2014-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8147535","","","","0"
"2014-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8162631","","","","0"
"2015-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8160176","","","","0"
"2015-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8159968","","","","0"
"2015-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8175743","","","","0"
"2015-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8190074","","","","0"
"2016-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8193831","","","","0"
"2016-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8204229","","","","0"
"2016-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8225036","","","","0"
"2016-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8246383","","","","0"
"2017-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8252179","","","","0"
"2017-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8265839","","","","0"
"2017-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8292832","","","","0"
"2017-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8326075","","","","0"
"2018-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8338883","","","","0"
"2018-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8354460","","","","0"
"2018-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8386951","","","","0"
"2018-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8418646","","","","0"
"2019-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8430363","","","","0"
"2019-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8447632","","","","0"
"2019-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8483186","","","","0"
"2019-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8521542","","","","0"
"2020-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8537376","","","","0"
"2020-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8550900","","","","0"
"2020-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8551095","","","","0"
"2020-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8551865","","","","0"
"2021-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8550561","","","","0"
"2021-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8556015","","","","0"
"2021-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8572020","","","","0"
"2021-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8603995","","","","0"
"2022-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8616610","","","","0"
"2022-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8630541","","","","0"
"2022-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8673184","","","","0"
"2022-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8727339","","","","0"
"2023-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8762928","","","","0"
"2023-04","Quebec","2016A000224","Persons","249","units","0","v11","6","8796788","","","","0"
"2023-07","Quebec","2016A000224","Persons","249","units","0","v11","6","8848020","","","","0"
"2023-10","Quebec","2016A000224","Persons","249","units","0","v11","6","8918906","","","","0"
"2024-01","Quebec","2016A000224","Persons","249","units","0","v11","6","8956326","","","","0"
"2024-04","Quebec","2016A000224","Persons","249","units","0","v11","6","9003338","","","","0"
"2024-07","Quebec","2016A000224","Persons","249","units","0","v11","6","9056044","","","","0"
"2024-10","Quebec","2016A000224","Persons","249","units","0","v11","6","9100249","","","","0"
"2025-01","Quebec","2016A000224","Persons","249","units","0","v11","6","9111629","","","","0"
"2005-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12444755","","","","0"
"2005-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12476560","","","","0"
"2005-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12527581","","","","0"
"2005-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12578240","","","","0"
"2006-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12587149","","","","0"
"2006-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12618321","","","","0"
"2006-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12661953","","","","0"
"2006-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12701324","","","","0"
"2007-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12703327","","","","0"
"2007-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12727090","","","","0"
"2007-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12765133","","","","0"
"2007-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12807497","","","","0"
"2008-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12814686","","","","0"
"2008-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12840482","","","","0"
"2008-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12883824","","","","0"
"2008-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12927520","","","","0"
"2009-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12932742","","","","0"
"2009-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12956924","","","","0"
"2009-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12998941","","","","0"
"2009-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13048442","","","","0"
"2010-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13059426","","","","0"
"2010-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13088924","","","","0"
"2010-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13136481","","","","0"
"2010-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13189987","","","","0"
"2011-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13199081","","","","0"
"2011-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13222146","","","","0"
"2011-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13262345","","","","0"
"2011-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13310604","","","","0"
"2012-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13325337","","","","0"
"2012-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13350123","","","","0"
"2012-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13392364","","","","0"
"2012-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13436625","","","","0"
"2013-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13446276","","","","0"
"2013-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13469151","","","","0"
"2013-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13511902","","","","0"
"2013-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13559499","","","","0"
"2014-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13563311","","","","0"
"2014-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13583220","","","","0"
"2014-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13617763","","","","0"
"2014-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13661282","","","","0"
"2015-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13657423","","","","0"
"2015-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13669290","","","","0"
"2015-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13709293","","","","0"
"2015-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13759762","","","","0"
"2016-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13774364","","","","0"
"2016-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13816652","","","","0"
"2016-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13876500","","","","0"
"2016-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13948180","","","","0"
"2017-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13975516","","","","0"
"2017-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14012209","","","","0"
"2017-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14078499","","","","0"
"2017-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14161084","","","","0"
"2018-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14199811","","","","0"
"2018-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14251136","","","","0"
"2018-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14326746","","","","0"
"2018-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14413055","","","","0"
"2019-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14449986","","","","0"
"2019-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14493612","","","","0"
"2019-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14573565","","","","0"
"2019-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14666727","","","","0"
"2020-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14718155","","","","0"
"2020-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14752374","","","","0"
"2020-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14761811","","","","0"
"2020-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14757582","","","","0"
"2021-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14772726","","","","0"
"2021-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14808093","","","","0"
"2021-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14842488","","","","0"
"2021-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14938314","","","","0"
"2022-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14995433","","","","0"
"2022-04","Ontario","2016A000235","Persons","249","units","0","v12","7","15042458","","","","0"
"2022-07","Ontario","2016A000235","Persons","249","units","0","v12","7","15141455","","","","0"
"2022-10","Ontario","2016A000235","Persons","249","units","0","v12","7","15289550","","","","0"
"2023-01","Ontario","2016A000235","Persons","249","units","0","v12","7","15402095","","","","0"
"2023-04","Ontario","2016A000235","Persons","249","units","0","v12","7","15478287","","","","0"
"2023-07","Ontario","2016A000235","Persons","249","units","0","v12","7","15623207","","","","0"
"2023-10","Ontario","2016A000235","Persons","249","units","0","v12","7","15818465","","","","0"
"2024-01","Ontario","2016A000235","Persons","249","units","0","v12","7","15944379","","","","0"
"2024-04","Ontario","2016A000235","Persons","249","units","0","v12","7","16033583","","","","0"
"2024-07","Ontario","2016A000235","Persons","249","units","0","v12","7","16124116","","","","0"
"2024-10","Ontario","2016A000235","Persons","249","units","0","v12","7","16171802","","","","0"
"2025-01","Ontario","2016A000235","Persons","249","units","0","v12","7","16182641","","","","0"
"2005-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1176047","","","","0"
"2005-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1177285","","","","0"
"2005-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1178262","","","","0"
"2005-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1179082","","","","0"
"2006-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1179916","","","","0"
"2006-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1181632","","","","0"
"2006-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1183560","","","","0"
"2006-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1183975","","","","0"
"2007-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1184495","","","","0"
"2007-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1186421","","","","0"
"2007-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1189446","","","","0"
"2007-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1191684","","","","0"
"2008-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1193396","","","","0"
"2008-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1194653","","","","0"
"2008-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1197767","","","","0"
"2008-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1199551","","","","0"
"2009-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1201705","","","","0"
"2009-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1204013","","","","0"
"2009-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1208555","","","","0"
"2009-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1211881","","","","0"
"2010-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1213941","","","","0"
"2010-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1216618","","","","0"
"2010-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1220782","","","","0"
"2010-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1224663","","","","0"
"2011-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1227210","","","","0"
"2011-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1229058","","","","0"
"2011-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1233353","","","","0"
"2011-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1237390","","","","0"
"2012-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1241417","","","","0"
"2012-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1244884","","","","0"
"2012-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1249094","","","","0"
"2012-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1253210","","","","0"
"2013-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1256879","","","","0"
"2013-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1259693","","","","0"
"2013-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1263393","","","","0"
"2013-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1267105","","","","0"
"2014-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1270153","","","","0"
"2014-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1272914","","","","0"
"2014-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1277425","","","","0"
"2014-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1281690","","","","0"
"2015-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1284693","","","","0"
"2015-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1286250","","","","0"
"2015-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1293598","","","","0"
"2015-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1298120","","","","0"
"2016-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1302938","","","","0"
"2016-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1307797","","","","0"
"2016-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1314140","","","","0"
"2016-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1319800","","","","0"
"2017-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1324044","","","","0"
"2017-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1328337","","","","0"
"2017-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1334734","","","","0"
"2017-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1340426","","","","0"
"2018-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1344198","","","","0"
"2018-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1346916","","","","0"
"2018-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1352687","","","","0"
"2018-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1357856","","","","0"
"2019-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1361737","","","","0"
"2019-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1364666","","","","0"
"2019-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1370033","","","","0"
"2019-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1373884","","","","0"
"2020-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1377283","","","","0"
"2020-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1379280","","","","0"
"2020-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1380132","","","","0"
"2020-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1381809","","","","0"
"2021-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1383854","","","","0"
"2021-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1388611","","","","0"
"2021-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1391924","","","","0"
